,text,polarity,favourite_count,retweet_count,created_at,compound,neg,neu,pos,sentiment
885,I’m all for a bit of D4 joking now and again for the craic but some people are being rather unduly harsh towards Amy for the simple fact she’s from a middle class background and has made a success out of her life. She seems sound 🤷‍♂️ ,negative,70,2,2022-02-26 22:31:15+00:00,0.3919,0.066,0.823,0.111,Positive
886,"Amy is one of the good people, folks, live with it! ",positive,0,0,2022-02-26 22:31:04+00:00,0.4926,0,0.775,0.225,Positive
887,@amyhuberman brilliant in Tommy Tiernan. ,positive,0,0,2022-02-26 22:30:57+00:00,0.5859,0,0.568,0.432,Positive
888,Im sorry I don’t know why everyone goes on about the   he is the worst interviewer ever and that’s saying something. Would he ask a man about his sex life. Nope.,negative,2,0,2022-02-26 22:30:49+00:00,-0.6597,0.153,0.847,0,Negative
889,Amy is a brand. She was never going to go into any deep and meaningful stuff. Would've been better suited to a puff piece interview with Tubridy. ,negative,37,0,2022-02-26 22:30:38+00:00,0.6369,0,0.833,0.167,Positive
890,"@amyhuberman sound, deflection from the no go at its best while still speaking truth ",positive,2,0,2022-02-26 22:30:23+00:00,0.6486,0.106,0.58,0.314,Positive
891,"So Amy, still ridin are ya? ",neutral,4,0,2022-02-26 22:30:06+00:00,0,0,1,0,Neutral
892,"What commissioners thought Finding Joy was funny and not a waste of public money?
 tommytiernan",negative,6,0,2022-02-26 22:29:32+00:00,0.8415,0,0.59,0.41,Positive
893,Jesus I’m in love 😍 ,positive,2,0,2022-02-26 22:29:25+00:00,0.802,0,0.493,0.507,Positive
894,I don’t think Amy did a good interview.  ,positive,10,0,2022-02-26 22:29:22+00:00,0.4404,0,0.734,0.266,Positive
895,Even Homer nods. ,neutral,0,0,2022-02-26 22:29:20+00:00,0,0,1,0,Neutral
896,"In fairness Tommy tired to find an incisive angle but unfortunately, there wasn’t one ",negative,8,0,2022-02-26 22:29:10+00:00,-0.6187,0.28,0.72,0,Negative
897,"Really Tommy , would you ask a Male guest that question about intimacy? It's of no business of yours or ours 😳
 ",negative,12,2,2022-02-26 22:29:07+00:00,-0.296,0.087,0.913,0,Negative
898,Probably not the best interview but Ah well. ,negative,1,0,2022-02-26 22:29:07+00:00,0.1195,0.185,0.592,0.224,Positive
899, @amyhuberman surprised he didn't ask her age. ://t.co/DNioEsUFME,negative,3,0,2022-02-26 22:29:05+00:00,0.2263,0,0.808,0.192,Positive
900," 
Awful...",negative,1,0,2022-02-26 22:29:01+00:00,-0.4588,0.75,0.25,0,Negative
901,"Recorded during covid when only himself nd the interviewee were allowed in, for me, might suit long term as it adds to the intimatacy of the interview nd literally, no1 is playing to the crowd. More genuine. ",positive,1,0,2022-02-26 22:29:00+00:00,0.2023,0,0.954,0.046,Positive
902,Hard not to like @amyhuberman seem a well sorted person 👍🏻,positive,1,1,2022-02-26 22:28:49+00:00,-0.1053,0.199,0.681,0.119,Negative
903,I’m a massive @amyhuberman fan &amp; am always just left with the impression of her overall loveliness. No less so after a fab   interview - even the sex question !,positive,22,0,2022-02-26 22:28:45+00:00,0.6763,0.06,0.731,0.21,Positive
904,"Mildly uncomfortable personal question from Tommy! 
AmyHuberman
",negative,8,0,2022-02-26 22:28:28+00:00,-0.4389,0.292,0.708,0,Negative
905, pregnant pause awkard,negative,0,0,2022-02-26 22:28:27+00:00,0,0,1,0,Neutral
906,Was there really any need for the private digging into their intimacy? ,negative,18,1,2022-02-26 22:28:19+00:00,0,0,1,0,Neutral
907,Fuck off tommy tiernan with these awkward sex questions its hard to watch ,negative,9,0,2022-02-26 22:28:14+00:00,-0.6705,0.371,0.629,0,Negative
908,"Amy Huberman comes across as a very smart, beautiful woman who is well-used to handling creepy questions from stupid middle-aged men. ",positive,370,19,2022-02-26 22:27:59+00:00,0.5819,0.115,0.643,0.243,Positive
909,"Dear god, still on . Must flick ",negative,0,0,2022-02-26 22:27:58+00:00,0.5719,0,0.561,0.439,Positive
910, Carcrash !,negative,7,0,2022-02-26 22:27:49+00:00,0,0,1,0,Neutral
911,This is cat. ,negative,3,0,2022-02-26 22:27:47+00:00,0,0,1,0,Neutral
912,It’s that she has nothing to say why it’s awkward  ,negative,2,0,2022-02-26 22:27:45+00:00,-0.1531,0.138,0.862,0,Negative
913, he is just a bluffer - hasn’t a clue,negative,1,1,2022-02-26 22:27:28+00:00,0,0,1,0,Neutral
914,"No more wasting our TV license giving her ""sitcoms"" on our money
 TommyTiernan",negative,5,0,2022-02-26 22:27:22+00:00,0.412,0.121,0.606,0.273,Positive
915,Next guest please...quick! ,negative,11,0,2022-02-26 22:27:15+00:00,0,0,1,0,Neutral
916,He’s basically asked her does she still enjoy the auld ride now that’s she’s in her 40s as she did in her early 20s ,negative,2,0,2022-02-26 22:27:02+00:00,0.4939,0,0.882,0.118,Positive
917,Tommy went off on a bit of a tangent there .... not so much context as consexed  😆 ,negative,3,1,2022-02-26 22:26:42+00:00,0.3612,0,0.889,0.111,Positive
918,Is Tommy Tiernan for real - would he have asked a male interviewee the same question about sexual intimacy? Tell him to do one @amyhuberman ,negative,95,3,2022-02-26 22:26:40+00:00,0,0,1,0,Neutral
919,"Is @Tommedian trying to tell us all something when quizzing @amyhuberman about areas of intimacy and ends it with ""is it an unfair question, we can leave it"" ",negative,2,0,2022-02-26 22:26:23+00:00,-0.5106,0.137,0.863,0,Negative
920,Really trying to get into Tommy interviewing @amyhuberman but nah just can't ,negative,2,0,2022-02-26 22:26:23+00:00,-0.1531,0.118,0.882,0,Negative
921,Some of the tweets here quite mean to be fair. ,negative,8,1,2022-02-26 22:26:12+00:00,0.3182,0,0.813,0.187,Positive
922,I’m deeply uncomfortable with the avenue this interview has gone down. ,negative,296,2,2022-02-26 22:26:12+00:00,-0.4391,0.208,0.792,0,Negative
923,That question killed a flowing interview. ,negative,3,0,2022-02-26 22:26:07+00:00,-0.6705,0.429,0.571,0,Negative
924,"Wrong question to ask, given that herself and husband are so well known. ",negative,2,0,2022-02-26 22:25:56+00:00,-0.0922,0.174,0.673,0.154,Negative
925,"The beauty of Tommy Tiernan, is that he’ll ask questions others wouldn’t dream of asking. And invariably, he’ll get a response ",positive,8,1,2022-02-26 22:25:54+00:00,0.7003,0,0.775,0.225,Positive
926,When Tommy starts asking about sex you know he's bored. ,negative,7,0,2022-02-26 22:25:50+00:00,-0.2732,0.174,0.826,0,Negative
927,"I love the , I really do. But *what* is this question? Feels unfair.",negative,60,2,2022-02-26 22:25:40+00:00,-0.3716,0.221,0.64,0.139,Negative
928,"BOD used to give her one regularly but all marriages turn celibate after 2 years
 TommyTiernan",neutral,0,0,2022-02-26 22:25:39+00:00,0,0,1,0,Neutral
929,Unreal amount of reverse snobbery going on with some tweets about Amy Huberman ,negative,12,1,2022-02-26 22:25:26+00:00,-0.4588,0.188,0.812,0,Negative
930,That’s absolutely none of his business ,negative,27,0,2022-02-26 22:25:26+00:00,0,0,1,0,Neutral
931,"Where did the shift in this conversation come from? Awk-werd.
I'm cringing! 
 ://t.co/Rb3bPcgkq1",negative,58,1,2022-02-26 22:25:24+00:00,0,0,1,0,Neutral
932,This is a very strange line of questioning ,negative,28,0,2022-02-26 22:24:44+00:00,-0.3597,0.333,0.667,0,Negative
933, I love Amy Huberman. She is a great story teller. We done  ://t.co/8c4cYm5ZIo,positive,6,0,2022-02-26 22:24:43+00:00,0.8519,0,0.61,0.39,Positive
934,Rye player only used for  ..bloody useless 🤩,negative,0,0,2022-02-26 22:24:35+00:00,-0.6908,0.449,0.551,0,Negative
935," not going to mention Palestine after having the former Israeli prime minister as a punchline of his joke that would insinuate that he supported Palestinian people? Thought he was more hard hitting than this, makes me think he knew who was coming on.",negative,0,0,2022-02-26 22:24:33+00:00,0.4228,0.036,0.869,0.095,Positive
936,Tellus' about ridin Brian. ,neutral,16,1,2022-02-26 22:24:23+00:00,0,0,1,0,Neutral
937,All fluff and no substance.  amyhuberman ,negative,9,0,2022-02-26 22:23:53+00:00,-0.296,0.268,0.732,0,Negative
938,"Dee wants us to pay for Dermot Bannon and his weekly  appearances?
tommytiernan  ",neutral,0,0,2022-02-12 22:45:32+00:00,-0.1027,0.085,0.915,0,Negative
939,"Time for Turbidy to be removed from being a chat show host….. End the  Past it’s sell by date since Gay Byrne retired…. Kenny, Ryan and Turbidy have been an insult to what was such a great show! Give @Tommedian the slot. ",negative,3,0,2022-02-12 22:20:44+00:00,0.2714,0.066,0.845,0.088,Positive
940,"Good Jaysus 🙈 An absolute cringe-fest 😬
 ://t.co/J4pP5Unrko",negative,6,0,2022-02-12 20:41:24+00:00,0.128,0.168,0.629,0.203,Positive
941,RTE  redacted audience 😷 ://t.co/AJlzSkQGTv,neutral,0,0,2022-02-12 20:25:07+00:00,0,0,1,0,Neutral
942,With the abortion legislation to be reviewed call for a total ban on telemedicine mail order chemical abortions.  ProLife abortion repealreview @HSELive ,negative,0,0,2022-02-12 12:08:52+00:00,-0.5984,0.15,0.85,0,Negative
943,Support a total ban on abortion by recognising personhood at fertilisation. repealreview abortion ProLife  ://t.co/Hwk5OUk8fz,negative,1,0,2022-02-12 12:03:51+00:00,-0.2944,0.189,0.68,0.131,Negative
944,You should care that innocent human lives are being killed and flushed down the toilet. @IrishWater @galwaycity @GalwayCityCo  ProLife abortion repealreview @HSELive. Chemical abortions and our water supply,negative,0,0,2022-02-12 11:59:26+00:00,0.0258,0.125,0.72,0.155,Positive
945,Was I the only one who felt that interviewing Dermot Bannon on The Late Late show at a time when no one can afford to buy a house or improve a house or pay their rent or pay their fuel bills was somewhat anomalous? ,negative,14,2,2022-02-12 11:49:38+00:00,-0.0258,0.102,0.838,0.059,Negative
946,@CentraIRL Best one ever  ShareTheLove,positive,0,0,2022-02-12 09:39:37+00:00,0.6369,0,0.543,0.457,Positive
947,"Only God can save us now..its time ... This is so sad ://t.co/ebWJpl3xwE for full video
@tundeednut_ @instablog9ja @gossipgirl Crypto cryptocurrency IPLMegaAuction JUNGKOOK   Russia UnchartedMovie  UkraineCrisis weddingsforrussia trend9ja ://t.co/njXeANdRDG",negative,4,1,2022-02-12 08:48:32+00:00,0.0795,0.107,0.751,0.142,Positive
948,Don't miss out. Big Breaks Tonight! SuperBowl  ValentinesDay ://t.co/VyLpQMTLtp,positive,1,0,2022-02-12 02:42:40+00:00,0.1867,0,0.838,0.162,Positive
949,"What an amazing experience on The Late Late Show tonight. From a woman challenged with a stammer her whole life, this meant so much to me. Thanks to Ryan, you have a special way with people. Never let a stammer define you ✨  stammering ://t.co/fewoEV7K1k",positive,5,0,2022-02-12 02:20:10+00:00,0.8429,0.094,0.671,0.236,Positive
950,@CentraIRL Live laugh love 😆😂  ShareTheLove,positive,0,0,2022-02-12 01:53:44+00:00,0.9217,0.076,0.36,0.564,Positive
951,RTE has simply no shame at this stage.  ://t.co/yfFgKskJrz,negative,26,6,2022-02-12 01:47:31+00:00,0.3724,0,0.779,0.221,Positive
952,"I don't watch @RTE any more but I gather the irksome Dermot Bannon was on it again tonight .
Who is the most annoying Standing Dish on the Late Late Show apart from the presenter.
 
DermotBannon 
rte",negative,1,0,2022-02-12 01:41:39+00:00,-0.611,0.097,0.903,0,Negative
953,Dermot Bannon made my night ,positive,0,0,2022-02-12 01:12:14+00:00,0,0,1,0,Neutral
954,"I went to the pub instead of watching the 
Guess I'm in for decent hangover TV tomorrow",neutral,2,0,2022-02-12 00:13:23+00:00,0,0,1,0,Neutral
955,This is for all you lot   ://t.co/Uk3WNdXY1j,neutral,1,0,2022-02-11 23:59:51+00:00,0,0,1,0,Neutral
956, yeah it's Sinead !! Who just buried her son.!! You horrible fuck ups.,negative,2,0,2022-02-11 23:27:36+00:00,-0.7887,0.382,0.515,0.103,Negative
957,Can't believe they got rid of the part where the lad's mammy picks the girl for him to date. That was PEAK  cringe. Still makes me uncomfortable. ,negative,2,0,2022-02-11 23:15:34+00:00,-0.3818,0.085,0.915,0,Negative
958,I really want to go out with Brian &amp; Arthur. Such a gorgeous couple &amp; great fun. Brian's podcast which talks about grief has helped so many people &amp; is brilliant  ,positive,11,1,2022-02-11 23:10:27+00:00,0.9273,0.068,0.575,0.357,Positive
959,"@No2USC @PeterMurrayIRL @Flyck66 All black.creepy esthetic.obviously all handed out before curtain up so any possible benefit forfeit.
lls  
 lateshow",negative,0,0,2022-02-11 23:10:23+00:00,0.5046,0,0.86,0.14,Positive
960,The audience getting Westlife tickets is the equivalent of getting a Lynx Africa gift set for Christmas.  ,negative,31,2,2022-02-11 23:06:45+00:00,0.4404,0,0.861,0.139,Positive
961,"You know how shite Westlife/@westlifemusic are, and struggling to sell tickets when the Late Late Show are giving out free tickets to the studio audience. 🤣🤣  ",negative,3,0,2022-02-11 23:06:44+00:00,0.8519,0.06,0.682,0.258,Positive
962,Tubridy clocking off early again.  ,negative,1,0,2022-02-11 23:06:37+00:00,0,0,1,0,Neutral
963,"500,k a year Tubridy getting the electricity grant so he and the other RTE nepotism lifers should donate at least 200euro to charaties.
 ",negative,2,1,2022-02-11 23:05:26+00:00,0.3612,0,0.906,0.094,Positive
964,"Another pile of shite 😴 
",negative,5,0,2022-02-11 23:05:06+00:00,0,0,1,0,Neutral
965, They managed to get the special needs people sitting beside each other ,neutral,3,0,2022-02-11 23:04:50+00:00,0.4019,0,0.828,0.172,Positive
966,The lady who said she has a stammer on the late late looks so cute 😍 ,positive,7,0,2022-02-11 23:04:13+00:00,0.7387,0.073,0.653,0.274,Positive
967,They should bring in a few ex bf’s and gf’s now to “Jeremy Kyle” the whole thing up  ,negative,1,0,2022-02-11 23:04:02+00:00,0,0,1,0,Neutral
968,"I think Ronan wants to head on home now. 
 ",neutral,3,0,2022-02-11 23:03:29+00:00,0,0,1,0,Neutral
969,"Gotta admit, I love a girl with a Monaghan accent  ❤️❤️ ",positive,2,0,2022-02-11 23:02:40+00:00,0.7184,0,0.684,0.316,Positive
970,  the False tan tonight is so brown offed lol on the Audience,neutral,1,0,2022-02-11 23:02:22+00:00,0.4703,0,0.797,0.203,Positive
971,Ronan is punching WAAY above his weight  ,neutral,2,0,2022-02-11 23:02:12+00:00,0,0,1,0,Neutral
972,News alert - Pat Shortt is Not on tonight🎉🍾🥳 ,neutral,0,0,2022-02-11 23:02:09+00:00,0.3699,0.102,0.68,0.218,Positive
973,Ah sure it’s grand 🙄 Irish people are so emotional 😂  ,positive,3,0,2022-02-11 23:02:05+00:00,0.8525,0.068,0.533,0.399,Positive
974,Man with the purple shirt - RUN!!!  ,positive,7,0,2022-02-11 23:02:00+00:00,0,0,1,0,Neutral
975,@CentraIRL Fabulous and fast   ShareTheLove,positive,1,0,2022-02-11 23:01:58+00:00,0.5267,0,0.595,0.405,Positive
976,All we need now is Jason  Byrne ffs 🙄,neutral,1,0,2022-02-11 23:00:15+00:00,-0.5859,0.257,0.743,0,Negative
977,The craic is mighty with those two   ,positive,4,1,2022-02-11 23:00:10+00:00,0,0,1,0,Neutral
978,"Brian and Arthur: Members of the muppet show with Jedward voices.

 ",negative,2,0,2022-02-11 22:59:51+00:00,0,0,1,0,Neutral
979,"Yes, bringing up a child without it's Mother - very selfish 
",negative,2,0,2022-02-11 22:59:34+00:00,-0.1761,0.211,0.621,0.168,Negative
980,Was never a huge fan of Brian Dowling as a presenter but he always comes across as a genuine person. Glad he’s found happiness with a good guy ,positive,7,0,2022-02-11 22:59:29+00:00,0.9151,0.075,0.604,0.321,Positive
981,That’s not holy water Brian ,neutral,4,1,2022-02-11 22:59:11+00:00,0,0,1,0,Neutral
