,text,polarity,favourite_count,retweet_count,created_at
885,I’m all for a bit of D4 joking now and again for the craic but some people are being rather unduly harsh towards Amy for the simple fact she’s from a middle class background and has made a success out of her life. She seems sound 🤷‍♂️ #TommyTiernanShow,negative,70,2,2022-02-26 22:31:15+00:00
886,"Amy is one of the good people, folks, live with it! #TommyTiernanShow",positive,0,0,2022-02-26 22:31:04+00:00
887,@amyhuberman brilliant in Tommy Tiernan. #TommyTiernanShow,positive,0,0,2022-02-26 22:30:57+00:00
888,Im sorry I don’t know why everyone goes on about the  #TommyTiernanShow he is the worst interviewer ever and that’s saying something. Would he ask a man about his sex life. Nope.,negative,2,0,2022-02-26 22:30:49+00:00
889,Amy is a brand. She was never going to go into any deep and meaningful stuff. Would've been better suited to a puff piece interview with Tubridy. #TommyTiernanShow,negative,37,0,2022-02-26 22:30:38+00:00
890,"@amyhuberman sound, deflection from the no go at its best while still speaking truth #TommyTiernanShow",positive,2,0,2022-02-26 22:30:23+00:00
891,"So Amy, still ridin are ya? #TommyTiernanShow",neutral,4,0,2022-02-26 22:30:06+00:00
892,"What commissioners thought Finding Joy was funny and not a waste of public money?
#TommyTiernanShow #tommytiernan",negative,6,0,2022-02-26 22:29:32+00:00
893,Jesus I’m in love 😍 #TommyTiernanShow,positive,2,0,2022-02-26 22:29:25+00:00
894,I don’t think Amy did a good interview.  #TommyTiernanShow,positive,10,0,2022-02-26 22:29:22+00:00
895,Even Homer nods. #TommyTiernanShow,neutral,0,0,2022-02-26 22:29:20+00:00
896,"In fairness Tommy tired to find an incisive angle but unfortunately, there wasn’t one #TommyTiernanShow",negative,8,0,2022-02-26 22:29:10+00:00
897,"Really Tommy , would you ask a Male guest that question about intimacy? It's of no business of yours or ours 😳
 #TommyTiernanShow",negative,12,2,2022-02-26 22:29:07+00:00
898,Probably not the best interview but Ah well. #TommyTiernanShow,negative,1,0,2022-02-26 22:29:07+00:00
899,#TommyTiernanShow @amyhuberman surprised he didn't ask her age. https://t.co/DNioEsUFME,negative,3,0,2022-02-26 22:29:05+00:00
900,"#TommyTiernanShow 
Awful...",negative,1,0,2022-02-26 22:29:01+00:00
901,"Recorded during covid when only himself nd the interviewee were allowed in, for me, might suit long term as it adds to the intimatacy of the interview nd literally, no1 is playing to the crowd. More genuine. #TommyTiernanShow",positive,1,0,2022-02-26 22:29:00+00:00
902,Hard not to like @amyhuberman seem a well sorted person 👍🏻#tommytiernanshow,positive,1,1,2022-02-26 22:28:49+00:00
903,I’m a massive @amyhuberman fan &amp; am always just left with the impression of her overall loveliness. No less so after a fab  #TommyTiernanShow interview - even the sex question !,positive,22,0,2022-02-26 22:28:45+00:00
904,"Mildly uncomfortable personal question from Tommy! 
#AmyHuberman
#TommyTiernanShow",negative,8,0,2022-02-26 22:28:28+00:00
905,#TommyTiernanShow pregnant pause #awkard,negative,0,0,2022-02-26 22:28:27+00:00
906,Was there really any need for the private digging into their intimacy? #TommyTiernanShow,negative,18,1,2022-02-26 22:28:19+00:00
907,Fuck off tommy tiernan with these awkward sex questions its hard to watch #TommyTiernanShow,negative,9,0,2022-02-26 22:28:14+00:00
908,"Amy Huberman comes across as a very smart, beautiful woman who is well-used to handling creepy questions from stupid middle-aged men. #TommyTiernanShow",positive,370,19,2022-02-26 22:27:59+00:00
909,"Dear god, still on . Must flick #TommyTiernanShow",negative,0,0,2022-02-26 22:27:58+00:00
910,#TommyTiernanShow Carcrash !,negative,7,0,2022-02-26 22:27:49+00:00
911,This is cat. #TommyTiernanShow,negative,3,0,2022-02-26 22:27:47+00:00
912,It’s that she has nothing to say why it’s awkward  #TommyTiernanShow,negative,2,0,2022-02-26 22:27:45+00:00
913,#TommyTiernanShow he is just a bluffer - hasn’t a clue,negative,1,1,2022-02-26 22:27:28+00:00
914,"No more wasting our TV license giving her ""sitcoms"" on our money
#TommyTiernanShow #TommyTiernan",negative,5,0,2022-02-26 22:27:22+00:00
915,Next guest please...quick! #TommyTiernanShow,negative,11,0,2022-02-26 22:27:15+00:00
916,He’s basically asked her does she still enjoy the auld ride now that’s she’s in her 40s as she did in her early 20s #TommyTiernanShow,negative,2,0,2022-02-26 22:27:02+00:00
917,Tommy went off on a bit of a tangent there .... not so much context as consexed  😆 #TommyTiernanShow,negative,3,1,2022-02-26 22:26:42+00:00
918,Is Tommy Tiernan for real - would he have asked a male interviewee the same question about sexual intimacy? Tell him to do one @amyhuberman #TommyTiernanShow,negative,95,3,2022-02-26 22:26:40+00:00
919,"Is @Tommedian trying to tell us all something when quizzing @amyhuberman about areas of intimacy and ends it with ""is it an unfair question, we can leave it"" #TommyTiernanShow",negative,2,0,2022-02-26 22:26:23+00:00
920,Really trying to get into Tommy interviewing @amyhuberman but nah just can't #TommyTiernanShow,negative,2,0,2022-02-26 22:26:23+00:00
921,Some of the tweets here quite mean to be fair. #TommyTiernanShow,negative,8,1,2022-02-26 22:26:12+00:00
922,I’m deeply uncomfortable with the avenue this interview has gone down. #TommyTiernanShow,negative,296,2,2022-02-26 22:26:12+00:00
923,That question killed a flowing interview. #TommyTiernanShow,negative,3,0,2022-02-26 22:26:07+00:00
924,"Wrong question to ask, given that herself and husband are so well known. #TommyTiernanShow",negative,2,0,2022-02-26 22:25:56+00:00
925,"The beauty of Tommy Tiernan, is that he’ll ask questions others wouldn’t dream of asking. And invariably, he’ll get a response #TommyTiernanShow",positive,8,1,2022-02-26 22:25:54+00:00
926,When Tommy starts asking about sex you know he's bored. #TommyTiernanShow,negative,7,0,2022-02-26 22:25:50+00:00
927,"I love the #TommyTiernanShow, I really do. But *what* is this question? Feels unfair.",negative,60,2,2022-02-26 22:25:40+00:00
928,"BOD used to give her one regularly but all marriages turn celibate after 2 years
#TommyTiernanShow #TommyTiernan",neutral,0,0,2022-02-26 22:25:39+00:00
929,Unreal amount of reverse snobbery going on with some tweets about Amy Huberman #TommyTiernanShow,negative,12,1,2022-02-26 22:25:26+00:00
930,That’s absolutely none of his business #TommyTiernanShow,negative,27,0,2022-02-26 22:25:26+00:00
931,"Where did the shift in this conversation come from? Awk-werd.
I'm cringing! 
#TommyTiernanShow https://t.co/Rb3bPcgkq1",negative,58,1,2022-02-26 22:25:24+00:00
932,This is a very strange line of questioning #TommyTiernanShow,negative,28,0,2022-02-26 22:24:44+00:00
933,#TommyTiernanShow I love Amy Huberman. She is a great story teller. We done #TommyTiernanShow https://t.co/8c4cYm5ZIo,positive,6,0,2022-02-26 22:24:43+00:00
934,Rye player only used for #TommyTiernanShow ..bloody useless 🤩,negative,0,0,2022-02-26 22:24:35+00:00
935,"#TommyTiernanShow not going to mention Palestine after having the former Israeli prime minister as a punchline of his joke that would insinuate that he supported Palestinian people? Thought he was more hard hitting than this, makes me think he knew who was coming on.",negative,0,0,2022-02-26 22:24:33+00:00
936,Tellus' about ridin Brian. #TommyTiernanShow,neutral,16,1,2022-02-26 22:24:23+00:00
937,All fluff and no substance.  #amyhuberman #TommyTiernanShow,negative,9,0,2022-02-26 22:23:53+00:00
938,"Dee wants us to pay for Dermot Bannon and his weekly #latelate appearances?
#tommytiernan #TommyTiernanShow #latelateshow",neutral,0,0,2022-02-12 22:45:32+00:00
939,"Time for Turbidy to be removed from being a chat show host….. End the #LateLateShow Past it’s sell by date since Gay Byrne retired…. Kenny, Ryan and Turbidy have been an insult to what was such a great show! Give @Tommedian the slot. #TommyTiernanShow",negative,3,0,2022-02-12 22:20:44+00:00
940,"Good Jaysus 🙈 An absolute cringe-fest 😬
#LateLateShow https://t.co/J4pP5Unrko",negative,6,0,2022-02-12 20:41:24+00:00
941,RTE #LateLateShow redacted audience 😷 https://t.co/AJlzSkQGTv,neutral,0,0,2022-02-12 20:25:07+00:00
942,With the abortion legislation to be reviewed call for a total ban on telemedicine mail order chemical abortions.  #ProLife #abortion #repealreview @HSELive #LateLateShow,negative,0,0,2022-02-12 12:08:52+00:00
943,Support a total ban on abortion by recognising personhood at fertilisation. #repealreview #abortion #ProLife #LateLateShow https://t.co/Hwk5OUk8fz,negative,1,0,2022-02-12 12:03:51+00:00
944,You should care that innocent human lives are being killed and flushed down the toilet. @IrishWater @galwaycity @GalwayCityCo #LateLateShow #ProLife #abortion #repealreview @HSELive. Chemical abortions and our water supply,negative,0,0,2022-02-12 11:59:26+00:00
945,Was I the only one who felt that interviewing Dermot Bannon on The Late Late show at a time when no one can afford to buy a house or improve a house or pay their rent or pay their fuel bills was somewhat anomalous? #LateLateShow,negative,14,2,2022-02-12 11:49:38+00:00
946,@CentraIRL Best one ever #LateLateShow #ShareTheLove,positive,0,0,2022-02-12 09:39:37+00:00
947,"Only God can save us now..its time ... This is so sad https://t.co/ebWJpl3xwE for full video
@tundeednut_ @instablog9ja @gossipgirl #Crypto #cryptocurrency #IPLMegaAuction #JUNGKOOK #latelate #LateLateShow #Russia #UnchartedMovie  #UkraineCrisis #weddingsforrussia #trend9ja https://t.co/njXeANdRDG",negative,4,1,2022-02-12 08:48:32+00:00
948,Don't miss out. Big Breaks Tonight! #SuperBowl #LateLateShow #ValentinesDay https://t.co/VyLpQMTLtp,positive,1,0,2022-02-12 02:42:40+00:00
949,"What an amazing experience on The Late Late Show tonight. From a woman challenged with a stammer her whole life, this meant so much to me. Thanks to Ryan, you have a special way with people. Never let a stammer define you ✨ #LateLateShow #stammering https://t.co/fewoEV7K1k",positive,5,0,2022-02-12 02:20:10+00:00
950,@CentraIRL Live laugh love 😆😂 #LateLateShow #ShareTheLove,positive,0,0,2022-02-12 01:53:44+00:00
951,RTE has simply no shame at this stage. #LateLateShow https://t.co/yfFgKskJrz,negative,26,6,2022-02-12 01:47:31+00:00
952,"I don't watch @RTELateLateShow any more but I gather the irksome Dermot Bannon was on it again tonight .
Who is the most annoying Standing Dish on the Late Late Show apart from the presenter.
#LateLateShow 
#DermotBannon 
#rte",negative,1,0,2022-02-12 01:41:39+00:00
953,Dermot Bannon made my night #latelateshow,positive,0,0,2022-02-12 01:12:14+00:00
954,"I went to the pub instead of watching the #latelateshow
Guess I'm in for decent hangover TV tomorrow",neutral,2,0,2022-02-12 00:13:23+00:00
955,This is for all you lot #latelateshow #latelate https://t.co/Uk3WNdXY1j,neutral,1,0,2022-02-11 23:59:51+00:00
956,#latelateshow yeah it's Sinead !! Who just buried her son.!! You horrible fuck ups.,negative,2,0,2022-02-11 23:27:36+00:00
957,Can't believe they got rid of the part where the lad's mammy picks the girl for him to date. That was PEAK #latelate cringe. Still makes me uncomfortable. #latelateshow,negative,2,0,2022-02-11 23:15:34+00:00
958,I really want to go out with Brian &amp; Arthur. Such a gorgeous couple &amp; great fun. Brian's podcast which talks about grief has helped so many people &amp; is brilliant #latelate #LateLateShow,positive,11,1,2022-02-11 23:10:27+00:00
959,"@No2USC @PeterMurrayIRL @Flyck66 All black.creepy esthetic.obviously all handed out before curtain up so any possible benefit forfeit.
#lls #latelate #latelateshow
 #lateshow",negative,0,0,2022-02-11 23:10:23+00:00
960,The audience getting Westlife tickets is the equivalent of getting a Lynx Africa gift set for Christmas. #LateLate #latelateshow,negative,31,2,2022-02-11 23:06:45+00:00
961,"You know how shite Westlife/@westlifemusic are, and struggling to sell tickets when the Late Late Show are giving out free tickets to the studio audience. 🤣🤣 #LateLate #LateLateShow",negative,3,0,2022-02-11 23:06:44+00:00
962,Tubridy clocking off early again. #latelate #latelateshow,negative,1,0,2022-02-11 23:06:37+00:00
963,"500,k a year Tubridy getting the electricity grant so he and the other RTE nepotism lifers should donate at least 200euro to charaties.
#latelate #latelateshow",negative,2,1,2022-02-11 23:05:26+00:00
964,"Another pile of shite 😴 
#latelateshow",negative,5,0,2022-02-11 23:05:06+00:00
965,#latelateshow They managed to get the special needs people sitting beside each other #latelate,neutral,3,0,2022-02-11 23:04:50+00:00
966,The lady who said she has a stammer on the late late looks so cute 😍 #latelateshow,positive,7,0,2022-02-11 23:04:13+00:00
967,They should bring in a few ex bf’s and gf’s now to “Jeremy Kyle” the whole thing up  #latelateshow,negative,1,0,2022-02-11 23:04:02+00:00
968,"I think Ronan wants to head on home now. 
#latelate #latelateshow",neutral,3,0,2022-02-11 23:03:29+00:00
969,"Gotta admit, I love a girl with a Monaghan accent  ❤️❤️ #latelateshow",positive,2,0,2022-02-11 23:02:40+00:00
970,#latelateshow  the False tan tonight is so brown offed lol on the Audience,neutral,1,0,2022-02-11 23:02:22+00:00
971,Ronan is punching WAAY above his weight  #latelateshow,neutral,2,0,2022-02-11 23:02:12+00:00
972,News alert - Pat Shortt is Not on tonight🎉🍾🥳 #latelateshow,neutral,0,0,2022-02-11 23:02:09+00:00
973,Ah sure it’s grand 🙄 Irish people are so emotional 😂 #latelate #latelateshow,positive,3,0,2022-02-11 23:02:05+00:00
974,Man with the purple shirt - RUN!!!  #latelateshow,positive,7,0,2022-02-11 23:02:00+00:00
975,@CentraIRL Fabulous and fast  #LateLateShow #ShareTheLove,positive,1,0,2022-02-11 23:01:58+00:00
976,All we need now is Jason  Byrne ffs 🙄#latelateshow,neutral,1,0,2022-02-11 23:00:15+00:00
977,The craic is mighty with those two  #LateLateShow #latelate,positive,4,1,2022-02-11 23:00:10+00:00
